Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
60795748,The History of Europe in Bite-sized Chunks,Jacob F. Field,"Field, Jacob F.",,9781789294,,4,3.78,Michael O'Mara Books Limited,Paperback,192,2019,2019,16/10/2023,09/10/2023,"non-fiction, history","non-fiction (#172), history (#33)",read,"This was a good read. I've read history books about particular events and countries but this book does a good job of pulling them together and setting them in context. It really is easy to read and can be dipped into - my only criticism would be that I wish it didn't start in antiquity. Some specific things I learnt included: the run up to the Reformation (Johann Tetzel selling certificates of indulgence, Luther's angry reaction); more knowledge of the Habsburg empire, how it split into a Spanish and Austrian branch; and events around 1848 (German unification, Italy's independence from Austria).",,,1,0,,,,,,,
63111671,Matisse: Masters of Art,Eckhard Hollmann,"Hollmann, Eckhard",,3791387391,9.78E+12,3,4,Prestel,Paperback,112,2022,2022,28/09/2023,23/09/2023,non-fiction,non-fiction (#171),read,"Turns out I don't care for Matisse. I didn't get a strong impression from this book about why his work is so celebrated. Involved in Fauvism (strong colours, simplified forms), something about reducing three-dimensional spaces into two, flat forms without shadows, then later moving to paper cut-outs. I don't understand from this book why he was a rival of Picasso as his work just looks childish and basic to me. The descriptions next to each work didn't do a lot to explain the actual art, and there were a few typos.",,,1,0,,,,,,,
57948175,This Is Your Mind On Plants: Opium—Caffeine—Mescaline,Michael Pollan,"Pollan, Michael",,,,3,3.86,Penguin,Kindle Edition,266,2021,2021,27/09/2023,20/09/2023,non-fiction,non-fiction (#170),read,"This hasn't dented my appreciation of Michael Pollan and his work, but it was a bit of a lacklustre effort on behalf of the publisher. In this book, Pollan continues his adventures as a 'psychonaut' by experimenting with opium and mescaline (and going cold turkey with caffeine). The opium chapter is just a reprint of an essay he wrote in the 90s and centres around some arcane legal loophole in America about buying and growing poppies but not 'with intent' to harvest opium. The second chapter on caffeine was the best, delving into the history of the little bean and its effect on the Enlightenment. What he wanted to do with mescaline in the final chapter was ruined by the covid lockdown (why didn't they just wait so he could do it justice?). As always though, his writing is incisive and articulate and there were some interesting things to be learnt here. ",,,1,0,,,,,,,
18277006,The Sleepwalkers: How Europe Went to War in 1914,Christopher   Clark,"Clark, Christopher",,141027827,9.78E+12,4,4.21,Penguin,Paperback,697,2013,2012,23/09/2023,02/09/2023,"non-fiction, history","history (#32), non-fiction (#169)",read,"All I knew about WWI was that it all kicked off when someone called Gavrilo Princip assassinated Franz Ferdinand (a vivid memory from KS3 history there!). Before reading this, I had also read The Trigger by Tim Butcher which provided some colour to the pencilled sketch of Gavrilo that I had in my mind. The Sleepwalkers is a big fat history book about the causes of WWI that is extremely well-researched and articulately argued. Apparently there is still debate about Germany's culpability in igniting the conflict (its imperial ambitions, the 'blank cheque' it gave to Austria-Hungary, the 'Fischer thesis' from the 1960s), but Clark argues against this by examining the evidence and framing Germany as but one of a number of imperialistic and paranoid European powers at the time. There is a LOT of information in this book and a huge cast list which was definitely confusing at times. But it's a confusing and complex story, so some work is required on behalf of the reader to persevere and supplement the book with multiple Wikipedia searches!",,,1,0,,,,,,,
2872,Falling Angels,Tracy Chevalier,"Chevalier, Tracy",,452283205,9.78E+12,2,3.61,Plume Books,Paperback,336,2001,2001,20/09/2023,13/09/2023,fiction,fiction (#241),read,"Pretty disappointing. A story about two families, the Waterhouses and the Colemans, and their children at the turn of the 20th century in London. The main plot is about Kitty Coleman's promiscuity and gradually increasing involvement in the Suffragette movement. It was a pretty easy read as chapters were short and told from different characters' perspectives. But it just felt a bit jumbled and unfocused to me.",,,1,0,,,,,,,
11931825,Rules of Civility,Amor Towles,"Towles, Amor",,1444708864,,3,4.08,Sceptre,Kindle Edition,349,2011,2011,08/09/2023,01/09/2023,fiction,fiction (#242),read,"A story set in 1938 New York - working class friends Katey Kontent and friend Evelyn Ross vie over the affections of rich banker Tinker Grey after a chance encounter. The main preoccupation of the novel is whether Katey and Tinker will ever get together, as Katey seeks the affections and auspices of Society People to better her position. I enjoyed the first half of the book but afterwards it just seemed chaotic with the number of new characters introduced. I don't think any of the characters were particularly convincing either, with all the overly slick and wisecracking dialogue.",,,1,0,,,,,,,
12168283,The Sense of an Ending,Julian Barnes,"Barnes, Julian",,,,4,3.74,Vintage Digital,Kindle Edition,151,2011,2011,31/08/2023,29/08/2023,fiction,fiction (#240),read,"""What you end up remembering isn't always the same as what you have witnessed"". I enjoyed this short book as the writing style reminded me of Ishiguro and McEwan. Tony Webster reflects on his life from his school and university days, and particularly his tumultuous relationship with fellow student Veronica. It all centres on the fallout of their breakup and Veronica's subsequent relationship with Tony's friend Adrian. I must admit that I didn't understand the ending and had to look it up. I also I don't really see how it's about misremembering, as the significant events took place while Tony was not around anyway. The 'sense of an ending' I wanted was to better understand Veronica's character.",,,1,0,,,,,,,
58106898,The Dictionary of Lost Words,Pip Williams,"Williams, Pip",,1529113229,9.78E+12,3,4.03,Vintage,Paperback,422,2022,2020,29/08/2023,14/08/2023,fiction,fiction (#239),read,"This is a story set in the ate 1800s about the creation of the first Oxford English Dictionary. Esme grows up in Oxford with her father who is part of a cadre of crusty, male lexicographers who compile word meanings in a glorified garden shed. It follows Esme through her boarding school years, first romance, dalliance with the Suffragette movement, and the first world war. The main aim of the book is to give a female voice to word meanings, as Esme starts to collect slang words from a range of female characters. The book is based on reality, with details of the lexicographical work and some of the characters being true to life. It sounded like such a good idea, but I found it dragged on too long.",,,1,0,,,,,,,
162767,Modern Art 1851-1929: Capitalism and Representation (Oxford History of Art),Richard R. Brettell,"Brettell, Richard R.",,019284220X,9.78E+12,2,3.88,Oxford University Press,Paperback,272,1999,1999,25/08/2023,05/08/2023,non-fiction,non-fiction (#168),read,I was so excited to read this but I've realised now that the Oxford History of Art series is written for people who already know about art. This is not me. I don't feel like I learnt anything at all from this book because its writing was too highbrow and most of the time the author just dropped in names and references instead of talking about any one thing in depth. ,,,1,0,,,,,,,
123639782,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,1529083516,9.78E+12,4,4.08,Picador,Paperback,258,2023,2022,14/08/2023,07/08/2023,fiction,fiction (#238),read,"A time-bending narrative connecting disparate characters between 1912 and 2401. This reminded me of an Anthony Doerr novel - it took a little while to get going, but it was worth it when the different storylines started interacting. I enjoyed the writing, which had a nostalgic or even melancholy feel to it. ",,,1,0,,,,,,,
